short_name,player_positions,overall,potential,age,club_team_id,club_name,league_id,league_name,nationality_id,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
M. Hummels,CB,83,83,34,22,Borussia Dortmund,19,Bundesliga,21,Germany,Right,3,2,3,Medium/Medium,53,58,76,70,86,78,15,6,10,5,6,
E. DÅ¾eko,ST,83,83,37,326,FenerbahÃ§e,68,Super Lig,8,Bosnia and Herzegovina,Right,5,3,3,High/Medium,59,84,72,77,45,76,9,11,13,15,15,
Ã. Di MarÃ­a,"CF, RW, RM",83,83,35,234,Benfica,308,Liga Portugal,52,Argentina,Left,2,5,4,High/Medium,78,78,86,89,48,67,10,7,11,12,11,
M. Reus,"CAM, CF",83,83,34,22,Borussia Dortmund,19,Bundesliga,21,Germany,Right,4,4,3,Medium/Medium,65,83,83,85,53,63,12,12,13,13,11,
Jordi Alba,LB,83,83,34,112893,Inter Miami,39,Major League Soccer,45,Spain,Left,3,3,3,High/Medium,84,70,82,81,76,70,13,15,13,6,13,
Sergio Busquets,CDM,83,83,34,112893,Inter Miami,39,Major League Soccer,45,Spain,Right,3,3,4,Medium/Medium,37,62,79,79,81,73,5,8,13,9,13,
C. Eriksen,"CM, CDM",83,83,31,11,Manchester United,13,Premier League,13,Denmark,Right,5,4,3,Medium/Medium,59,77,89,81,51,53,9,14,7,7,6,
A. Lacazette,ST,83,83,32,66,Olympique Lyonnais,16,Ligue 1,18,France,Right,4,4,3,High/High,72,84,77,83,44,77,11,6,9,5,6,
W. Ben Yedder,ST,83,83,32,69,Monaco,16,Ligue 1,18,France,Right,5,4,3,High/Low,80,84,78,87,39,68,6,13,9,7,7,
F. Acerbi,CB,83,83,35,44,Inter,31,Serie A,27,Italy,Left,3,3,3,Medium/High,60,50,64,64,86,80,11,9,9,13,11,
Nacho FernÃ¡ndez,"CB, LB, RB",83,83,33,243,Real Madrid,53,La Liga,45,Spain,Right,4,2,2,Low/High,75,37,69,71,82,80,12,7,10,15,7,
Morata,ST,83,83,30,240,AtlÃ©tico Madrid,53,La Liga,45,Spain,Right,4,3,3,Medium/Medium,82,82,72,79,31,79,4,5,4,4,5,
Sergi Darder,"CM, CDM, CAM",83,83,29,453,Mallorca,53,La Liga,45,Spain,Right,3,3,2,Medium/Medium,81,76,82,83,74,77,8,9,9,8,12,
R. Sterling,"LW, RW, ST",83,83,28,5,Chelsea,13,Premier League,14,England,Right,3,4,4,High/Medium,85,78,76,85,45,67,15,12,12,15,9,
W. Orban,CB,83,83,30,112172,RB Leipzig,19,Bundesliga,23,Hungary,Right,3,2,3,Low/Medium,58,36,56,56,85,81,15,12,15,10,6,
Jorginho,"CDM, CM",83,83,31,1,Arsenal,13,Premier League,27,Italy,Right,3,3,2,Medium/Medium,53,67,84,81,74,73,14,7,13,14,8,
S. Haller,ST,83,83,29,22,Borussia Dortmund,19,Bundesliga,108,CÃ´te d'Ivoire,Right,3,3,3,Medium/Medium,62,81,63,76,52,81,6,7,14,7,6,
L. Shaw,"LB, CB",83,83,27,11,Manchester United,13,Premier League,14,England,Left,2,3,2,Medium/Medium,76,57,82,79,81,78,10,12,13,7,7,
Gerard Moreno,"ST, RM",83,83,31,483,Villarreal,53,La Liga,45,Spain,Left,4,3,3,High/Medium,77,85,77,81,46,72,15,12,7,12,10,
E. Can,"CDM, CB",83,83,29,22,Borussia Dortmund,19,Bundesliga,21,Germany,Right,4,3,3,Medium/High,79,78,77,79,82,87,14,8,8,13,11,
F. KostiÄ‡,"LM, LW",83,83,30,45,Juventus,31,Serie A,51,Serbia,Left,2,3,3,High/High,85,76,82,82,70,80,13,14,12,12,13,
J. Hofmann,"CAM, RM, LM",83,83,30,32,Bayer 04 Leverkusen,19,Bundesliga,21,Germany,Right,4,3,3,High/Medium,76,79,83,81,64,73,6,6,10,10,10,
P. ZieliÅ„ski,"CM, CAM",83,83,29,48,Napoli,31,Serie A,37,Poland,Right,5,4,3,Medium/Medium,81,77,81,86,71,63,12,9,12,11,6,
A. Romagnoli,CB,83,83,28,46,Lazio,31,Serie A,27,Italy,Left,3,2,2,Medium/Medium,69,40,56,69,85,80,9,14,12,8,9,
M. BrozoviÄ‡,"CDM, CM",83,83,30,112139,Al Nassr,350,Pro League,10,Croatia,Right,4,3,3,Medium/Medium,66,74,81,80,80,78,8,8,15,11,8,
Rafa,"CF, RM",83,83,30,234,Benfica,308,Liga Portugal,38,Portugal,Right,3,4,2,High/Medium,93,77,77,86,50,54,9,11,11,12,8,
N. Fekir,CAM,83,83,29,449,Real Betis,53,La Liga,18,France,Left,4,4,3,High/Medium,82,81,81,86,39,80,15,9,8,14,15,
Marco Asensio,RW,83,83,27,73,Paris Saint Germain,16,Ligue 1,45,Spain,Left,3,4,3,High/Medium,81,81,81,83,43,63,13,9,6,12,10,
Borja Iglesias,ST,83,83,30,449,Real Betis,53,La Liga,45,Spain,Right,3,3,2,High/Medium,69,84,66,76,40,82,14,12,16,13,16,
Ronaldo Cabrais,"CAM, RM",83,83,31,383,Palmeiras,7,Serie A,54,Brazil,Right,4,4,1,Medium/Low,88,77,83,84,35,72,12,12,13,15,13,
E. Camavinga,"CDM, CM, LB",82,89,20,243,Real Madrid,53,La Liga,18,France,Left,3,4,3,High/High,79,66,80,82,76,80,12,6,8,12,12,
Diogo Costa,GK,82,88,23,236,Porto,308,Liga Portugal,38,Portugal,Right,2,1,2,Medium/Medium,,,,,,,80,77,80,80,86,35
Ferran Torres,"LW, RW, ST",82,88,23,241,FC Barcelona,53,La Liga,45,Spain,Right,4,4,3,High/Medium,83,79,78,83,35,68,12,9,11,15,12,
J. Gvardiol,"CB, LB",82,88,21,10,Manchester City,13,Premier League,10,Croatia,Left,4,3,3,High/High,78,54,69,74,82,83,5,8,6,9,11,
D. NÃºÃ±ez,"ST, LW",82,88,24,9,Liverpool,13,Premier League,60,Uruguay,Right,3,3,3,High/High,90,81,71,76,43,85,14,10,12,10,13,
R. Le Normand,CB,82,87,26,457,Real Sociedad,53,La Liga,45,Spain,Right,3,2,1,Medium/Medium,62,26,54,59,84,79,9,13,14,15,10,
K. Havertz,"CAM, RW, ST",82,87,24,1,Arsenal,13,Premier League,21,Germany,Left,4,4,3,Medium/Medium,78,79,79,83,45,68,6,8,11,10,12,
Nuno Mendes,"LB, LWB",82,87,21,73,Paris Saint Germain,16,Ligue 1,38,Portugal,Left,4,3,2,High/Medium,89,58,75,80,77,76,7,8,8,12,15,
M. Locatelli,"CDM, CM",82,86,25,45,Juventus,31,Serie A,27,Italy,Right,4,3,2,Medium/High,67,70,80,78,79,80,11,12,11,10,15,
D. Upamecano,CB,82,86,24,21,FC Bayern MÃ¼nchen,19,Bundesliga,18,France,Right,3,3,3,Medium/Medium,83,45,63,72,81,83,6,7,8,15,9,
C. Romero,CB,82,86,25,18,Tottenham Hotspur,13,Premier League,52,Argentina,Right,2,3,3,Medium/High,70,46,59,66,84,80,5,7,11,10,14,
J. Sancho,"LW, LM",82,86,23,11,Manchester United,13,Premier League,14,England,Right,3,5,3,Medium/Medium,78,70,80,87,33,47,7,11,10,11,13,
N. Molina,"RB, RWB, RM",82,86,25,240,AtlÃ©tico Madrid,53,La Liga,52,Argentina,Right,3,3,1,High/High,85,67,76,79,78,71,12,13,8,5,10,
D. Szoboszlai,CAM,82,86,22,9,Liverpool,13,Premier League,23,Hungary,Right,4,4,2,Medium/Medium,83,82,84,82,34,64,10,10,13,10,6,
O. KÃ¶kÃ§Ã¼,"CM, CAM",82,86,22,234,Benfica,308,Liga Portugal,48,Turkey,Right,5,3,2,Medium/Medium,72,76,83,80,69,79,9,6,10,6,12,
L. Openda,ST,82,86,23,112172,RB Leipzig,19,Bundesliga,7,Belgium,Right,4,3,2,High/Medium,93,79,68,80,31,78,9,8,10,8,13,
F. Dimarco,"LWB, LM, CB",82,85,25,44,Inter,31,Serie A,27,Italy,Left,2,3,2,High/Medium,79,71,80,79,74,71,9,8,12,7,7,
R. Bentancur,"CM, CDM",82,85,26,18,Tottenham Hotspur,13,Premier League,60,Uruguay,Right,4,4,2,Medium/High,70,67,81,83,79,77,8,7,14,14,12,
N. Mazraoui,RB,82,85,25,21,FC Bayern MÃ¼nchen,19,Bundesliga,129,Morocco,Right,3,3,2,High/Low,79,66,77,83,77,74,12,7,13,12,12,
G. Vicario,GK,82,85,26,18,Tottenham Hotspur,13,Premier League,27,Italy,Right,1,1,2,Medium/Medium,,,,,,,83,81,79,83,85,34
Pedro GonÃ§alves,"LW, RW, CM",82,85,25,237,Sporting CP,308,Liga Portugal,38,Portugal,Right,4,4,1,High/Medium,76,82,81,84,58,66,15,11,15,7,8,
V. Tsygankov,"RM, CM, CAM",82,85,25,110062,Girona,53,La Liga,49,Ukraine,Left,4,4,2,High/Medium,85,78,79,81,46,61,9,7,15,6,12,
B. Dia,"ST, LW, CF",82,85,26,110373,Salernitana,31,Serie A,136,Senegal,Right,3,3,1,High/Medium,82,81,62,81,27,77,11,10,15,14,10,
J. Pickford,GK,82,84,29,7,Everton,13,Premier League,14,England,Left,4,1,3,Medium/Medium,,,,,,,83,77,87,80,87,51
Y. Tielemans,"CM, CDM",82,84,26,2,Aston Villa,13,Premier League,7,Belgium,Right,5,4,2,Medium/Medium,50,79,85,79,69,69,6,8,10,14,12,
E. Ãœnal,ST,82,84,26,1860,Getafe,53,La Liga,48,Turkey,Right,4,3,2,High/Medium,72,84,70,82,40,80,8,14,8,13,13,
L. Torreira,"CDM, CM",82,84,27,325,Galatasaray,68,Super Lig,60,Uruguay,Right,3,3,3,Medium/High,76,70,77,80,79,78,5,5,13,7,9,
P. Kimpembe,CB,82,84,27,73,Paris Saint Germain,16,Ligue 1,18,France,Left,3,2,3,Medium/High,79,43,68,69,81,86,7,8,14,15,9,
F. KessiÃ©,"CDM, CM",82,84,26,112387,Al Ahli Jeddah,350,Pro League,108,CÃ´te d'Ivoire,Right,4,3,3,High/High,79,76,74,79,81,87,9,11,12,12,10,
D. Malen,"RM, ST",82,84,24,22,Borussia Dortmund,19,Bundesliga,34,Netherlands,Right,4,4,2,High/Medium,89,80,73,85,35,73,7,9,9,10,14,
A. Mac Allister,"CM, CAM, CDM",82,84,24,9,Liverpool,13,Premier League,52,Argentina,Right,3,3,3,Medium/Medium,70,79,82,82,70,72,7,10,14,15,10,
D. LivakoviÄ‡,GK,82,84,28,326,FenerbahÃ§e,68,Super Lig,10,Croatia,Right,2,1,3,Medium/Medium,,,,,,,80,76,71,80,89,56
T. Werner,ST,82,83,27,112172,RB Leipzig,19,Bundesliga,21,Germany,Right,4,3,3,High/Medium,91,80,70,82,35,69,9,9,8,15,9,
T. Lemar,"CM, LM",82,83,27,240,AtlÃ©tico Madrid,53,La Liga,18,France,Left,3,4,3,High/High,82,78,83,86,67,65,11,15,13,7,14,
Joelinton,"CM, LW",82,83,26,13,Newcastle United,13,Premier League,54,Brazil,Right,3,3,2,High/High,78,71,76,82,81,88,9,13,8,13,13,
David GarcÃ­a,CB,82,83,29,479,Osasuna,53,La Liga,45,Spain,Right,3,2,2,Medium/Medium,59,37,66,65,83,77,11,16,7,7,8,
M. Akanji,CB,82,83,27,10,Manchester City,13,Premier League,47,Switzerland,Right,4,2,2,Medium/Medium,77,48,70,72,83,78,10,9,13,6,9,
Mario Hermoso,CB,82,83,28,240,AtlÃ©tico Madrid,53,La Liga,45,Spain,Left,3,2,1,Medium/High,75,49,74,71,82,79,13,8,10,5,8,
Y. En-Nesyri,ST,82,83,26,481,Sevilla,53,La Liga,129,Morocco,Left,3,3,3,High/High,81,82,63,76,36,79,13,9,14,9,13,
Joselu,ST,82,82,33,243,Real Madrid,53,La Liga,45,Spain,Right,3,3,3,High/Medium,63,84,69,74,33,77,11,11,8,15,7,
O. Giroud,ST,82,82,36,47,Milan,31,Serie A,18,France,Left,3,3,3,Medium/Medium,43,83,74,74,42,80,12,15,11,6,5,
Fernando,"CDM, CB",82,82,35,481,Sevilla,53,La Liga,54,Brazil,Right,3,3,2,Medium/Medium,63,62,74,73,82,81,7,5,9,3,5,
M. GÃ¶tze,"CAM, CF, LM",82,82,31,1824,Eintracht Frankfurt,19,Bundesliga,21,Germany,Right,4,4,4,Medium/Medium,63,75,83,85,55,71,14,7,12,6,10,
N. Otamendi,CB,82,82,35,234,Benfica,308,Liga Portugal,52,Argentina,Right,3,2,3,Medium/High,64,57,64,59,83,85,12,5,8,11,12,
C. Wilson,ST,82,82,31,13,Newcastle United,13,Premier League,14,England,Right,3,3,2,High/Medium,80,82,67,79,42,76,10,15,8,10,6,
S. de Vrij,CB,82,82,31,44,Inter,31,Serie A,34,Netherlands,Right,3,2,3,Medium/High,64,41,64,69,84,76,8,10,7,14,13,
D. TadiÄ‡,"LW, CF, RW",82,82,34,326,FenerbahÃ§e,68,Super Lig,51,Serbia,Left,3,4,3,Medium/Medium,64,80,85,83,43,76,11,11,14,9,16,
A. Lopes,GK,82,82,32,66,Olympique Lyonnais,16,Ligue 1,38,Portugal,Left,2,1,3,Medium/Medium,,,,,,,84,77,71,80,86,63
G. Xhaka,"CM, CDM",82,82,30,32,Bayer 04 Leverkusen,19,Bundesliga,47,Switzerland,Left,3,3,3,Medium/Medium,49,74,82,73,75,82,7,8,11,7,13,
Roberto Firmino,"CF, ST",82,82,31,112387,Al Ahli Jeddah,350,Pro League,54,Brazil,Right,4,5,3,High/High,70,77,79,87,58,77,8,11,9,6,10,
IÃ±igo MartÃ­nez,CB,82,82,32,241,FC Barcelona,53,La Liga,45,Spain,Left,3,2,2,Medium/Medium,71,56,67,61,82,80,12,16,11,13,11,
S. SaviÄ‡,CB,82,82,32,240,AtlÃ©tico Madrid,53,La Liga,15,Montenegro,Right,3,2,2,Medium/High,64,35,57,57,85,80,14,13,14,13,12,
Carvajal,RB,82,82,31,243,Real Madrid,53,La Liga,45,Spain,Right,3,3,3,Medium/Medium,82,54,76,79,77,79,13,13,15,9,15,
M. KovaÄiÄ‡,"CM, CDM",82,82,29,10,Manchester City,13,Premier League,10,Croatia,Right,4,4,3,High/High,69,69,82,87,71,70,9,5,6,7,7,
R. Guerreiro,"LB, LM, CM",82,82,29,21,FC Bayern MÃ¼nchen,19,Bundesliga,38,Portugal,Left,2,4,3,High/Low,65,78,85,88,76,55,12,6,8,11,8,
F. SchÃ¤r,CB,82,82,31,13,Newcastle United,13,Premier League,47,Switzerland,Right,3,2,2,High/High,54,68,75,73,84,77,8,9,11,10,15,
OtÃ¡vio,"RM, LM",82,82,28,112139,Al Nassr,350,Pro League,38,Portugal,Right,3,4,2,High/High,78,70,81,85,66,74,11,12,9,10,15,
GayÃ ,"LB, LWB",82,82,28,461,Valencia,53,La Liga,45,Spain,Left,3,4,3,High/Medium,81,61,77,79,78,74,13,10,9,12,9,
M. Flekken,GK,82,82,30,1925,Brentford,13,Premier League,34,Netherlands,Right,4,1,1,Medium/Medium,,,,,,,81,74,83,81,85,31
V. Grifo,"LM, CF, CAM",82,82,30,25,SC Freiburg,19,Bundesliga,27,Italy,Right,2,4,2,Medium/Medium,71,80,83,81,40,64,10,12,8,8,14,
R. Andrich,"CDM, CM",82,82,28,32,Bayer 04 Leverkusen,19,Bundesliga,21,Germany,Right,4,3,2,High/High,57,76,76,73,81,85,7,9,10,13,15,
JoÃ£o MÃ¡rio,"RM, LM, CM",82,82,30,234,Benfica,308,Liga Portugal,38,Portugal,Right,4,3,3,Medium/Medium,70,79,81,83,69,70,6,15,8,8,8,
Ricardo Horta,"CAM, CF, RM",82,82,28,1896,Sporting Braga,308,Liga Portugal,38,Portugal,Right,3,3,1,High/High,80,83,80,80,43,70,7,9,10,8,13,
Ã. Correa,"ST, RM",82,82,28,240,AtlÃ©tico Madrid,53,La Liga,52,Argentina,Right,4,4,2,High/Medium,85,84,77,86,50,75,13,10,9,8,16,
S. Fofana,CM,82,82,28,112139,Al Nassr,350,Pro League,108,CÃ´te d'Ivoire,Right,4,4,3,High/High,71,77,76,80,73,86,9,8,9,11,10,
J. Ledesma,GK,82,82,30,1968,CÃ¡diz,53,La Liga,52,Argentina,Right,2,1,2,Medium/Medium,,,,,,,83,79,75,79,84,46
M. Zaccagni,LW,82,82,28,46,Lazio,31,Serie A,27,Italy,Right,4,4,1,High/Medium,87,77,74,88,57,67,13,16,14,8,7,
I. Provedel,GK,82,82,29,46,Lazio,31,Serie A,27,Italy,Right,2,1,1,Medium/Medium,,,,,,,83,79,80,79,85,42
F. Mendy,LB,82,82,28,243,Real Madrid,53,La Liga,18,France,Left,5,4,1,High/High,92,64,76,77,77,86,7,16,9,10,9,
Lucas Mantela,GK,82,82,23,383,Palmeiras,7,Serie A,54,Brazil,Right,3,1,1,Medium/Medium,,,,,,,79,87,85,77,81,35
JosuÃ© Chiamulera,CB,82,82,31,1039,Athletico Paranaense,7,Serie A,54,Brazil,Right,3,2,1,Medium/Medium,78,43,56,64,84,79,16,15,13,15,10,
Javi GalÃ¡n,"LB, LWB",82,82,28,240,AtlÃ©tico Madrid,53,La Liga,45,Spain,Left,2,4,1,High/Medium,81,56,77,83,79,72,14,14,10,6,8,
Isi PalazÃ³n,RM,82,82,28,480,Rayo Vallecano,53,La Liga,45,Spain,Left,3,3,2,High/Medium,84,79,79,82,39,64,11,8,10,13,15,
Ã‰. Mendy,GK,82,82,31,112387,Al Ahli Jeddah,350,Pro League,136,Senegal,Right,2,1,3,Medium/Medium,,,,,,,80,79,81,81,83,34
M. Taremi,"ST, CF",82,82,30,236,Porto,308,Liga Portugal,161,Iran,Right,4,4,2,Medium/Medium,78,81,76,81,38,74,9,11,9,15,8,
Balde,"LB, RB",81,89,19,241,FC Barcelona,53,La Liga,45,Spain,Left,4,3,2,High/Medium,91,48,73,78,75,64,5,8,7,10,13,
I. KonatÃ©,CB,81,87,24,9,Liverpool,13,Premier League,18,France,Right,2,3,2,Medium/High,77,34,57,68,82,82,9,7,9,9,15,
JoÃ£o FÃ©lix,"CF, ST, LW",81,87,23,241,FC Barcelona,53,La Liga,38,Portugal,Right,4,5,3,Medium/Medium,81,79,78,85,40,67,13,12,14,13,14,
Sancet,"CAM, CM, ST",81,87,23,448,Athletic Club,53,La Liga,45,Spain,Right,4,4,1,High/Medium,73,77,77,82,61,73,15,11,6,15,7,
Antony,"RW, RM",81,87,23,11,Manchester United,13,Premier League,54,Brazil,Left,2,5,3,High/High,83,76,74,87,46,73,9,10,14,8,13,
A. Isak,"ST, LW",81,86,23,13,Newcastle United,13,Premier League,46,Sweden,Right,5,4,2,High/Medium,83,81,72,84,39,72,7,6,9,7,11,
S. Chukwueze,"RW, RM",81,86,24,47,Milan,31,Serie A,133,Nigeria,Left,2,4,1,High/Low,89,75,74,84,36,63,13,7,9,7,6,
M. Ugarte,"CDM, CM",81,86,22,73,Paris Saint Germain,16,Ligue 1,60,Uruguay,Right,3,3,1,High/High,72,64,73,77,77,80,6,10,16,8,13,
E. Tapsoba,CB,81,85,24,32,Bayer 04 Leverkusen,19,Bundesliga,101,Burkina Faso,Right,3,2,2,Medium/Medium,75,54,65,70,82,79,5,10,13,7,15,
D. Kulusevski,RW,81,85,23,18,Tottenham Hotspur,13,Premier League,46,Sweden,Left,3,4,2,High/Medium,76,77,80,84,56,75,14,5,10,10,5,
D. Calabria,"RB, RWB",81,84,26,47,Milan,31,Serie A,27,Italy,Right,3,3,2,High/High,79,57,71,77,79,73,8,14,15,12,7,
B. Chilwell,"LB, LWB",81,84,26,5,Chelsea,13,Premier League,14,England,Left,3,3,2,High/Medium,74,60,78,78,77,73,10,7,14,7,10,
M. Mount,"CAM, RW, CM",81,84,24,11,Manchester United,13,Premier League,14,England,Right,4,3,3,High/High,72,79,82,80,56,67,11,12,13,8,12,
X. Schlager,"CDM, CM",81,84,25,112172,RB Leipzig,19,Bundesliga,4,Austria,Left,3,3,2,Medium/High,74,70,74,78,75,80,6,8,8,12,7,
Lucas PaquetÃ¡,"CAM, CM",81,84,25,19,West Ham United,13,Premier League,54,Brazil,Left,4,5,2,High/High,72,77,79,84,69,76,14,9,12,11,11,
I. SangarÃ©,"CDM, CM",81,84,25,14,Nottingham Forest,13,Premier League,108,CÃ´te d'Ivoire,Right,4,3,3,Medium/High,66,66,74,75,81,86,7,13,11,6,7,
E. Ãlvarez,"CDM, CB",81,84,25,19,West Ham United,13,Premier League,83,Mexico,Right,3,2,3,Low/High,68,58,68,70,82,87,7,11,10,7,6,
N. GonzÃ¡lez,"RW, LW",81,84,25,110374,Fiorentina,31,Serie A,52,Argentina,Left,2,4,2,High/Medium,87,76,73,83,45,64,10,6,9,5,8,
Pedro Porro,"RB, RWB",81,84,23,18,Tottenham Hotspur,13,Premier League,45,Spain,Right,3,3,2,High/Medium,82,73,77,81,74,77,15,7,14,5,7,
J. David,ST,81,84,23,65,Lille,16,Ligue 1,70,Canada,Right,5,3,3,High/High,82,81,71,78,34,75,7,7,11,7,7,
B. Samba,GK,81,83,29,64,Lens,16,Ligue 1,18,France,Left,3,1,1,Medium/Medium,,,,,,,79,81,79,79,83,53
Kepa,GK,81,83,28,243,Real Madrid,53,La Liga,45,Spain,Right,4,1,2,Medium/Medium,,,,,,,80,78,85,78,84,34
O. Vlachodimos,GK,81,83,29,14,Nottingham Forest,13,Premier League,22,Greece,Right,3,1,1,Medium/Medium,,,,,,,84,77,66,78,84,43
A. Lookman,"ST, RM, RW",81,83,25,39,Atalanta,31,Serie A,133,Nigeria,Right,4,4,1,Medium/Medium,86,81,69,85,30,67,12,12,9,15,6,
Beto,ST,81,83,25,7,Everton,13,Premier League,38,Portugal,Right,3,3,1,High/Medium,86,79,59,75,25,84,15,11,9,6,13,
B. Cristante,"CDM, CM",81,82,28,52,Roma,31,Serie A,27,Italy,Right,4,3,2,Medium/High,53,73,78,75,78,82,3,5,3,3,5,
N. AkÃ©,"CB, LB",81,82,28,10,Manchester City,13,Premier League,34,Netherlands,Left,3,2,3,Medium/High,75,53,72,74,82,77,10,7,7,16,10,
J. Tah,CB,81,82,27,32,Bayer 04 Leverkusen,19,Bundesliga,21,Germany,Right,4,2,2,Low/Medium,67,37,59,61,81,85,11,8,7,9,14,
A. Saint-Maximin,"LM, LW",81,82,26,112387,Al Ahli Jeddah,350,Pro League,18,France,Right,4,5,2,High/Low,89,73,73,88,29,68,10,9,12,7,7,
Malcom,RM,81,82,26,605,Al Hilal,350,Pro League,54,Brazil,Left,3,4,2,High/Medium,83,79,78,84,28,66,8,14,15,7,9,
E. Skhiri,"CDM, CM",81,82,28,1824,Eintracht Frankfurt,19,Bundesliga,145,Tunisia,Right,3,3,2,High/High,63,73,74,76,80,76,15,14,8,14,14,
G. Lo Celso,"CAM, ST",81,82,27,18,Tottenham Hotspur,13,Premier League,52,Argentina,Left,3,4,2,High/Medium,70,75,83,84,68,73,10,7,10,15,14,
Yeray,CB,81,82,28,448,Athletic Club,53,La Liga,45,Spain,Right,3,2,2,Medium/Medium,64,49,68,65,83,76,12,9,8,12,11,
D. Kamada,"CAM, CM, CF",81,82,26,46,Lazio,31,Serie A,163,Japan,Right,4,3,2,Medium/Medium,79,73,80,83,54,64,6,10,11,6,11,
D. Dumfries,"RWB, RM",81,82,27,44,Inter,31,Serie A,34,Netherlands,Right,3,2,3,High/Medium,83,63,70,73,78,89,10,10,7,13,14,
Brais MÃ©ndez,"CM, CAM, RM",81,82,26,457,Real Sociedad,53,La Liga,45,Spain,Left,3,4,2,Medium/Medium,71,80,82,81,65,73,10,5,10,12,8,
A. Danjuma,"ST, LM",81,82,26,7,Everton,13,Premier League,34,Netherlands,Right,4,4,1,High/Medium,86,81,76,83,44,67,15,8,10,8,14,
M. Terrier,"LM, ST",81,82,26,74,Rennes,16,Ligue 1,18,France,Right,3,3,2,High/Medium,84,82,75,79,36,72,12,5,13,5,8,
A. Al Musrati,"CDM, CM",81,82,27,1896,Sporting Braga,308,Liga Portugal,123,Libya,Right,2,2,1,Medium/High,62,66,71,71,80,84,15,6,8,8,8,
Pepe,CB,81,81,40,236,Porto,308,Liga Portugal,38,Portugal,Right,3,2,4,Medium/High,75,51,60,61,81,87,8,15,5,9,10,
G. Ochoa,GK,81,81,37,110373,Salernitana,31,Serie A,83,Mexico,Right,3,1,1,Medium/Medium,,,,,,,83,73,70,82,86,50
RaÃºl Albiol,CB,81,81,37,483,Villarreal,53,La Liga,45,Spain,Right,3,2,3,Low/High,36,41,62,63,85,68,8,6,5,9,8,
K. Schmeichel,GK,81,81,36,229,Anderlecht,4,Jupiler Pro League,13,Denmark,Right,3,1,3,Medium/Medium,,,,,,,78,77,79,80,80,45
I. RakitiÄ‡,"CM, CDM",81,81,35,481,Sevilla,53,La Liga,10,Croatia,Right,4,3,3,Medium/Medium,50,79,84,78,74,70,14,11,12,5,9,
D. Mertens,"CF, CAM",81,81,36,325,Galatasaray,68,Super Lig,7,Belgium,Right,4,4,3,Medium/High,76,80,80,83,40,49,7,10,8,10,4,
Rui PatrÃ­cio,GK,81,81,35,52,Roma,31,Serie A,38,Portugal,Left,2,1,3,Medium/Medium,,,,,,,79,80,77,79,79,55
E. Capoue,"CM, CDM",81,81,34,483,Villarreal,53,La Liga,18,France,Right,3,3,2,Medium/Medium,50,75,78,75,79,78,12,11,11,14,12,
S. KjÃ¦r,CB,81,81,34,47,Milan,31,Serie A,13,Denmark,Right,3,2,3,Low/High,59,54,64,60,83,76,6,10,13,10,15,
T. Alderweireld,CB,81,81,34,230,Antwerp,4,Jupiler Pro League,7,Belgium,Right,3,2,3,Medium/Medium,54,61,74,67,83,79,16,6,14,16,14,
A. SÃ¡nchez,ST,81,81,34,44,Inter,31,Serie A,55,Chile,Right,4,4,4,High/High,71,83,80,85,48,66,10,10,15,12,13,
Muniain,"CAM, LM",81,81,30,448,Athletic Club,53,La Liga,45,Spain,Right,3,4,2,Medium/Medium,80,74,81,85,51,60,10,5,5,13,12,
L. HrÃ¡deckÃ½,GK,81,81,33,32,Bayer 04 Leverkusen,19,Bundesliga,17,Finland,Right,3,1,3,Medium/Medium,,,,,,,83,77,65,79,86,40
N. MatiÄ‡,"CDM, CM",81,81,34,74,Rennes,16,Ligue 1,51,Serbia,Left,3,3,3,Low/Medium,34,67,77,77,79,78,7,15,12,14,9,
B. Leno,GK,81,81,31,144,Fulham,13,Premier League,21,Germany,Right,3,1,3,Medium/Medium,,,,,,,82,79,73,82,83,54
H. Mkhitaryan,"CAM, CM",81,81,34,44,Inter,31,Serie A,3,Armenia,Right,5,4,3,Medium/Medium,78,79,79,83,56,72,5,11,14,5,7,
S. Coates,CB,81,81,32,237,Sporting CP,308,Liga Portugal,60,Uruguay,Right,3,2,3,Medium/Medium,66,49,55,62,82,88,16,13,15,16,13,
L. Insigne,"LW, CF, LM",81,81,32,111651,Toronto,39,Major League Soccer,27,Italy,Right,4,4,4,High/Medium,80,78,81,86,36,44,8,4,14,9,10,
W. Zaha,"LW, CF, LM",81,81,30,325,Galatasaray,68,Super Lig,108,CÃ´te d'Ivoire,Right,3,5,2,High/High,90,78,72,85,37,76,15,10,15,11,10,
Danilo,"CB, RB",81,81,31,45,Juventus,31,Serie A,54,Brazil,Right,4,3,2,Medium/High,73,67,74,74,83,78,14,5,15,14,5,
L. Dunk,CB,81,81,31,1808,Brighton & Hove Albion,13,Premier League,14,England,Right,3,2,2,Medium/High,45,51,66,66,82,80,15,16,9,12,6,
S. Berghuis,"CAM, CM, RW",81,81,31,245,Ajax,10,Eredivisie,34,Netherlands,Left,3,4,3,High/Low,77,82,82,81,40,69,9,11,7,7,15,
Danilo Pereira,"CDM, CB",81,81,31,73,Paris Saint Germain,16,Ligue 1,38,Portugal,Right,3,3,3,Medium/High,50,63,70,71,80,86,9,7,13,14,15,
